id,Title,Categories,"Country name","City name","State abbreviation",sources_source_link
6676,"Is Fort Smith Tap Water Safe to Drink?","North America>United States of America>Arkansas",,"Fort Smith",AR,
6677,"Is Fort Walton Beach Tap Water Safe to Drink?","North America>United States of America>Florida",,"Fort Walton Beach",FL,
6678,"Is Fort Wayne Tap Water Safe to Drink?","North America>United States of America>Indiana",,"Fort Wayne",IN,
6695,"Is Garland Tap Water Safe to Drink?","North America>United States of America>Texas",,Garland,TX,
6696,"Is Gastonia Tap Water Safe to Drink?","North America>United States of America>North Carolina",,Gastonia,NC,
6697,"Is Germantown Tap Water Safe to Drink?","North America>United States of America>Maryland",,Germantown,MD,
6698,"Is Gig Harbor Tap Water Safe to Drink?","North America>United States of America>Washington",,"Gig Harbor",WA,
6699,"Is Gilbert Tap Water Safe to Drink?","North America>United States of America>Arizona",,Gilbert,AZ,
6700,"Is Gillette Tap Water Safe to Drink?","North America>United States of America>Wyoming",,Gillette,WY,
6701,"Is Glendale Tap Water Safe to Drink?","North America>United States of America>Arizona",,Glendale,AZ,
6686,"Is Frisco Tap Water Safe to Drink?","North America>United States of America>Texas",,Frisco,TX,
6705,"Is Grand Island Tap Water Safe to Drink?","North America>United States of America>Nebraska",,"Grand Island",NE,
6690,"Is Gainesville Tap Water Safe to Drink?","North America>United States of America>Georgia",,Gainesville,GA,
6706,"Is Grand Junction Tap Water Safe to Drink?","North America>United States of America>Colorado",,"Grand Junction",CO,
6691,"Is Gaithersburg Tap Water Safe to Drink?","North America>United States of America>Maryland",,Gaithersburg,MD,
6707,"Is Grand Rapids Tap Water Safe to Drink?","North America>United States of America>Michigan",,"Grand Rapids",MI,
6692,"Is Galesburg Tap Water Safe to Drink?","North America>United States of America>Illinois",,Galesburg,IL,
6693,"Is Galveston Tap Water Safe to Drink?","North America>United States of America>Texas",,Galveston,TX,
6694,"Is Garden Grove Tap Water Safe to Drink?","North America>United States of America>California",,"Garden Grove",CA,
6711,"Is Great Falls Tap Water Safe to Drink?","North America>United States of America>Montana",,"Great Falls",MT,
6712,"Is Greeley Tap Water Safe to Drink?","North America>United States of America>Colorado",,Greeley,CO,
6713,"Is Green Bay Tap Water Safe to Drink?","North America>United States of America>Wisconsin",,"Green Bay",WI,
6714,"Is Greensboro Tap Water Safe to Drink?","North America>United States of America>North Carolina",,Greensboro,NC,
6715,"Is Greensburg Tap Water Safe to Drink?","North America>United States of America>Pennsylvania",,Greensburg,PA,
6716,"Is Greenville Tap Water Safe to Drink?","North America>United States of America>North Carolina",,Greenville,NC,
6717,"Is Greenville Tap Water Safe to Drink?","North America>United States of America>South Carolina",,Greenville,SC,
6702,"Is Glendale Tap Water Safe to Drink?","North America>United States of America>California",,Glendale,CA,
6703,"Is Granbury Tap Water Safe to Drink?","North America>United States of America>Texas",,Granbury,TX,
6704,"Is Grand Forks Tap Water Safe to Drink?","North America>United States of America>North Dakota",,"Grand Forks",ND,
6689,"Is Gainesville Tap Water Safe to Drink?","North America>United States of America>Florida",,Gainesville,FL,
6723,"Is Hanover Tap Water Safe to Drink?","North America>United States of America>New Hampshire",,Hanover,NH,
6708,"Is Grants Pass Tap Water Safe to Drink?","North America>United States of America>Oregon",,"Grants Pass",OR,
6724,"Is Harlingen Tap Water Safe to Drink?","North America>United States of America>Texas",,Harlingen,TX,
6709,"Is Grapevine Tap Water Safe to Drink?","North America>United States of America>Texas",,Grapevine,TX,
6725,"Is Harrisburg Tap Water Safe to Drink?","North America>United States of America>Pennsylvania",,Harrisburg,PA,
6710,"Is Grass Valley Tap Water Safe to Drink?","North America>United States of America>California",,"Grass Valley",CA,
6727,"Is Hartford Tap Water Safe to Drink?","North America>United States of America>Connecticut",,Hartford,CT,
6743,"Is Holland Tap Water Safe to Drink?","North America>United States of America>Michigan",,Holland,MI,
6728,"Is Hattiesburg Tap Water Safe to Drink?","North America>United States of America>Mississippi",,Hattiesburg,MS,
6729,"Is Haverhill Tap Water Safe to Drink?","North America>United States of America>Massachusetts",,Haverhill,MA,
6730,"Is Hayward Tap Water Safe to Drink?","North America>United States of America>California",,Hayward,CA,
6731,"Is Helena Tap Water Safe to Drink?","North America>United States of America>Montana",,Helena,MT,
6732,"Is Hempstead Tap Water Safe to Drink?","North America>United States of America>New York",,Hempstead,NY,
6733,"Is Henderson Tap Water Safe to Drink?","North America>United States of America>Nevada",,Henderson,NV,
6718,"Is Greenville Tap Water Safe to Drink?","North America>United States of America>Texas",,Greenville,TX,
6719,"Is Gresham Tap Water Safe to Drink?","North America>United States of America>Oregon",,Gresham,OR,
6720,"Is Gulfport Tap Water Safe to Drink?","North America>United States of America>Mississippi",,Gulfport,MS,
6721,"Is Hagerstown Tap Water Safe to Drink?","North America>United States of America>Maryland",,Hagerstown,MD,
6722,"Is Hamilton Tap Water Safe to Drink?","North America>United States of America>Ohio",,Hamilton,OH,
6740,"Is Hilton Head Island Tap Water Safe to Drink?","North America>United States of America>South Carolina",,"Hilton Head Island",SC,
6741,"Is Hobbs Tap Water Safe to Drink?","North America>United States of America>New Mexico",,Hobbs,NM,
6726,"Is Harrison Tap Water Safe to Drink?","North America>United States of America>Arkansas",,Harrison,AR,
6742,"Is Hoboken Tap Water Safe to Drink?","North America>United States of America>New Jersey",,Hoboken,NJ,
6760,"Is Ithaca Tap Water Safe to Drink?","North America>United States of America>New York",,Ithaca,NY,
6744,"Is Hollywood Tap Water Safe to Drink?","North America>United States of America>Florida",,Hollywood,FL,
6746,"Is Hot Springs Tap Water Safe to Drink?","North America>United States of America>Arkansas",,"Hot Springs",AR,
6747,"Is Houma Tap Water Safe to Drink?","North America>United States of America>Louisiana",,Houma,LA,
6748,"Is Houston Tap Water Safe to Drink?","North America>United States of America>Texas",,Houston,TX,
6749,"Is Huntington Tap Water Safe to Drink?","North America>United States of America>West Virginia",,Huntington,WV,
6734,"Is Herndon Tap Water Safe to Drink?","North America>United States of America>Virginia",,Herndon,VA,
6735,"Is Hickory Tap Water Safe to Drink?","North America>United States of America>North Carolina",,Hickory,NC,
6736,"Is High Point Tap Water Safe to Drink?","North America>United States of America>North Carolina",,"High Point",NC,
6737,"Is Highlands Ranch Tap Water Safe to Drink?","North America>United States of America>Colorado",,"Highlands Ranch",CO,
6738,"Is Hillsboro Tap Water Safe to Drink?","North America>United States of America>Oregon",,Hillsboro,OR,
6755,"Is Indianapolis Tap Water Safe to Drink?","North America>United States of America>Indiana",,Indianapolis,IN,
6739,"Is Hilo Tap Water Safe to Drink?","North America>United States of America>Hawaii",,Hilo,HI,
6756,"Is Indio Tap Water Safe to Drink?","North America>United States of America>California",,Indio,CA,
6757,"Is Iowa City Tap Water Safe to Drink?","North America>United States of America>Iowa",,"Iowa City",IA,
6758,"Is Irvine Tap Water Safe to Drink?","North America>United States of America>California",,Irvine,CA,
6759,"Is Irving Tap Water Safe to Drink?","North America>United States of America>Texas",,Irving,TX,
6776,"Is Kalispell Tap Water Safe to Drink?","North America>United States of America>Montana",,Kalispell,MT,
6761,"Is Jackson Tap Water Safe to Drink?","North America>United States of America>Mississippi",,Jackson,MS,
6777,"Is Kansas City Tap Water Safe to Drink?","North America>United States of America>Kansas",,"Kansas City",KS,
6762,"Is Jackson Tap Water Safe to Drink?","North America>United States of America>Tennessee",,Jackson,TN,
6763,"Is Jackson Tap Water Safe to Drink?","North America>United States of America>Wyoming",,Jackson,WY,
6764,"Is Jacksonville Tap Water Safe to Drink?","North America>United States of America>Florida",,Jacksonville,FL,
6765,"Is Jacksonville Tap Water Safe to Drink?","North America>United States of America>North Carolina",,Jacksonville,NC,
6750,"Is Huntington Beach Tap Water Safe to Drink?","North America>United States of America>California",,"Huntington Beach",CA,
6751,"Is Huntsville Tap Water Safe to Drink?","North America>United States of America>Alabama",,Huntsville,AL,
6752,"Is Hyannis Tap Water Safe to Drink?","North America>United States of America>Massachusetts",,Hyannis,MA,
6753,"Is Idaho Falls Tap Water Safe to Drink?","North America>United States of America>Idaho",,"Idaho Falls",ID,
6754,"Is Independence Tap Water Safe to Drink?","North America>United States of America>Missouri",,Independence,MO,
6770,"Is Joplin Tap Water Safe to Drink?","North America>United States of America>Missouri",,Joplin,MO,
6771,"Is Juneau Tap Water Safe to Drink?","North America>United States of America>Alaska",,Juneau,AK,
6772,"Is Jupiter Tap Water Safe to Drink?","North America>United States of America>Florida",,Jupiter,FL,
6773,"Is Kahului Tap Water Safe to Drink?","North America>United States of America>Hawaii",,Kahului,HI,
6774,"Is Kailua Tap Water Safe to Drink?","North America>United States of America>Hawaii",,Kailua,HI,
6775,"Is Kalamazoo Tap Water Safe to Drink?","North America>United States of America>Michigan",,Kalamazoo,MI,
6792,"Is Klamath Falls Tap Water Safe to Drink?","North America>United States of America>Oregon",,"Klamath Falls",OR,
6793,"Is Knoxville Tap Water Safe to Drink?","North America>United States of America>Tennessee",,Knoxville,TN,
6778,"Is Kansas City Tap Water Safe to Drink?","North America>United States of America>Missouri",,"Kansas City",MO,
6794,"Is Kokomo Tap Water Safe to Drink?","North America>United States of America>Indiana",,Kokomo,IN,
6779,"Is Katy Tap Water Safe to Drink?","North America>United States of America>Texas",,Katy,TX,
6795,"Is La Crosse Tap Water Safe to Drink?","North America>United States of America>Wisconsin",,"La Crosse",WI,
6780,"Is Keene Tap Water Safe to Drink?","North America>United States of America>New Hampshire",,Keene,NH,
6781,"Is Kennewick Tap Water Safe to Drink?","North America>United States of America>Washington",,Kennewick,WA,
6766,"Is Jersey City Tap Water Safe to Drink?","North America>United States of America>New Jersey",,"Jersey City",NJ,
6767,"Is Johnson City Tap Water Safe to Drink?","North America>United States of America>Tennessee",,"Johnson City",TN,
6768,"Is Johnstown Tap Water Safe to Drink?","North America>United States of America>Pennsylvania",,Johnstown,PA,
6769,"Is Jonesboro Tap Water Safe to Drink?","North America>United States of America>Arkansas",,Jonesboro,AR,
6787,"Is Kingman Tap Water Safe to Drink?","North America>United States of America>Arizona",,Kingman,AZ,
6788,"Is Kingsport Tap Water Safe to Drink?","North America>United States of America>Tennessee",,Kingsport,TN,
6789,"Is Kingston Tap Water Safe to Drink?","North America>United States of America>New York",,Kingston,NY,
6790,"Is Kirksville Tap Water Safe to Drink?","North America>United States of America>Missouri",,Kirksville,MO,
6791,"Is Kissimmee Tap Water Safe to Drink?","North America>United States of America>Florida",,Kissimmee,FL,
6808,"Is Laredo Tap Water Safe to Drink?","North America>United States of America>Texas",,Laredo,TX,
6809,"Is Las Cruces Tap Water Safe to Drink?","North America>United States of America>New Mexico",,"Las Cruces",NM,
6811,"Is Laurel Tap Water Safe to Drink?","North America>United States of America>Maryland",,Laurel,MD,
6812,"Is Lawrence Tap Water Safe to Drink?","North America>United States of America>Kansas",,Lawrence,KS,
6796,"Is Lafayette Tap Water Safe to Drink?","North America>United States of America>Indiana",,Lafayette,IN,
6813,"Is Lawrenceville Tap Water Safe to Drink?","North America>United States of America>Georgia",,Lawrenceville,GA,
6797,"Is Lafayette Tap Water Safe to Drink?","North America>United States of America>Louisiana",,Lafayette,LA,
6782,"Is Kenosha Tap Water Safe to Drink?","North America>United States of America>Wisconsin",,Kenosha,WI,
6783,"Is Kent Tap Water Safe to Drink?","North America>United States of America>Washington",,Kent,WA,
6784,"Is Ketchikan Tap Water Safe to Drink?","North America>United States of America>Alaska",,Ketchikan,AK,
6785,"Is Key West Tap Water Safe to Drink?","North America>United States of America>Florida",,"Key West",FL,
6786,"Is Killeen Tap Water Safe to Drink?","North America>United States of America>Texas",,Killeen,TX,
6805,"Is Lancaster Tap Water Safe to Drink?","North America>United States of America>Pennsylvania",,Lancaster,PA,
6806,"Is Lansing Tap Water Safe to Drink?","North America>United States of America>Michigan",,Lansing,MI,
6807,"Is Laramie Tap Water Safe to Drink?","North America>United States of America>Wyoming",,Laramie,WY,
6825,"Is Long Beach Tap Water Safe to Drink?","North America>United States of America>California",,"Long Beach",CA,
6826,"Is Long Branch Tap Water Safe to Drink?","North America>United States of America>New Jersey",,"Long Branch",NJ,
6827,"Is Long Island Tap Water Safe to Drink?","North America>United States of America>New York",,"Long Island",NY,
6828,"Is Longmont Tap Water Safe to Drink?","North America>United States of America>Colorado",,Longmont,CO,
6798,"Is Lake Charles Tap Water Safe to Drink?","North America>United States of America>Louisiana",,"Lake Charles",LA,
6799,"Is Lake Elsinore Tap Water Safe to Drink?","North America>United States of America>California",,"Lake Elsinore",CA,
6800,"Is Lake Forest Tap Water Safe to Drink?","North America>United States of America>California",,"Lake Forest",CA,
6817,"Is Levittown Tap Water Safe to Drink?","North America>United States of America>Pennsylvania",,Levittown,PA,
6801,"Is Lake Havasu City Tap Water Safe to Drink?","North America>United States of America>Arizona",,"Lake Havasu City",AZ,
6818,"Is Lexington Tap Water Safe to Drink?","North America>United States of America>Kentucky",,Lexington,KY,
6802,"Is Lake Worth Tap Water Safe to Drink?","North America>United States of America>Florida",,"Lake Worth",FL,
6819,"Is Lexington Park Tap Water Safe to Drink?","North America>United States of America>Maryland",,"Lexington Park",MD,
6803,"Is Lakeland Tap Water Safe to Drink?","North America>United States of America>Florida",,Lakeland,FL,
6820,"Is Lincoln Tap Water Safe to Drink?","North America>United States of America>Nebraska",,Lincoln,NE,
6804,"Is Lancaster Tap Water Safe to Drink?","North America>United States of America>California",,Lancaster,CA,
6821,"Is Little Rock Tap Water Safe to Drink?","North America>United States of America>Arkansas",,"Little Rock",AR,
6822,"Is Livermore Tap Water Safe to Drink?","North America>United States of America>California",,Livermore,CA,
6823,"Is Livonia Tap Water Safe to Drink?","North America>United States of America>Michigan",,Livonia,MI,
6824,"Is Logan Tap Water Safe to Drink?","North America>United States of America>Utah",,Logan,UT,
6842,"Is Manassas Tap Water Safe to Drink?","North America>United States of America>Virginia",,Manassas,VA,
6843,"Is Manchester Tap Water Safe to Drink?","North America>United States of America>New Hampshire",,Manchester,NH,
6844,"Is Manhattan Tap Water Safe to Drink?","North America>United States of America>Kansas",,Manhattan,KS,
6829,"Is Longview Tap Water Safe to Drink?","North America>United States of America>Texas",,Longview,TX,
6814,"Is Lawton Tap Water Safe to Drink?","North America>United States of America>Oklahoma",,Lawton,OK,
6815,"Is Leander Tap Water Safe to Drink?","North America>United States of America>Texas",,Leander,TX,
6832,"Is Los Gatos Tap Water Safe to Drink?","North America>United States of America>California",,"Los Gatos",CA,
6816,"Is Lehi Tap Water Safe to Drink?","North America>United States of America>Utah",,Lehi,UT,
6833,"Is Louisville Tap Water Safe to Drink?","North America>United States of America>Kentucky",,Louisville,KY,
6834,"Is Loveland Tap Water Safe to Drink?","North America>United States of America>Colorado",,Loveland,CO,
6835,"Is Lowell Tap Water Safe to Drink?","North America>United States of America>Massachusetts",,Lowell,MA,
6836,"Is Lubbock Tap Water Safe to Drink?","North America>United States of America>Texas",,Lubbock,TX,
6837,"Is Lynchburg Tap Water Safe to Drink?","North America>United States of America>Virginia",,Lynchburg,VA,
6838,"Is Macon Tap Water Safe to Drink?","North America>United States of America>Georgia",,Macon,GA,
6839,"Is Madera Tap Water Safe to Drink?","North America>United States of America>California",,Madera,CA,
6840,"Is Madison Tap Water Safe to Drink?","North America>United States of America>Wisconsin",,Madison,WI,
6841,"Is Malden Tap Water Safe to Drink?","North America>United States of America>Massachusetts",,Malden,MA,
6858,"Is Memphis Tap Water Safe to Drink?","North America>United States of America>Tennessee",,Memphis,TN,
6859,"Is Merced Tap Water Safe to Drink?","North America>United States of America>California",,Merced,CA,
6845,"Is Mankato Tap Water Safe to Drink?","North America>United States of America>Minnesota",,Mankato,MN,
6861,"Is Mesquite Tap Water Safe to Drink?","North America>United States of America>Texas",,Mesquite,TX,
6846,"Is Mansfield Tap Water Safe to Drink?","North America>United States of America>Ohio",,Mansfield,OH,
6830,"Is Longview Tap Water Safe to Drink?","North America>United States of America>Washington",,Longview,WA,
6847,"Is Marietta Tap Water Safe to Drink?","North America>United States of America>Georgia",,Marietta,GA,
6848,"Is Marina Tap Water Safe to Drink?","North America>United States of America>California",,Marina,CA,
6849,"Is Marquette Tap Water Safe to Drink?","North America>United States of America>Michigan",,Marquette,MI,
6850,"Is Martinez Tap Water Safe to Drink?","North America>United States of America>California",,Martinez,CA,
6851,"Is Martinsburg Tap Water Safe to Drink?","North America>United States of America>West Virginia",,Martinsburg,WV,
6852,"Is Maui Tap Water Safe to Drink?","North America>United States of America>Hawaii",,Maui,HI,
6853,"Is McAllen Tap Water Safe to Drink?","North America>United States of America>Texas",,McAllen,TX,
6854,"Is McKinney Tap Water Safe to Drink?","North America>United States of America>Texas",,McKinney,TX,
6855,"Is Mechanicsburg Tap Water Safe to Drink?","North America>United States of America>Pennsylvania",,Mechanicsburg,PA,
6856,"Is Medford Tap Water Safe to Drink?","North America>United States of America>Oregon",,Medford,OR,
6857,"Is Melbourne Tap Water Safe to Drink?","North America>United States of America>Florida",,Melbourne,FL,
6875,"Is Monroe Tap Water Safe to Drink?","North America>United States of America>Louisiana",,Monroe,LA,
6876,"Is Montclair Tap Water Safe to Drink?","North America>United States of America>New Jersey",,Montclair,NJ,
6860,"Is Mesa Tap Water Safe to Drink?","North America>United States of America>Arizona",,Mesa,AZ,
6877,"Is Monterey Tap Water Safe to Drink?","North America>United States of America>California",,Monterey,CA,
6893,"Is Nashua Tap Water Safe to Drink?","North America>United States of America>New Hampshire",,Nashua,NH,
6863,"Is Midland Tap Water Safe to Drink?","North America>United States of America>Michigan",,Midland,MI,
6864,"Is Midland Tap Water Safe to Drink?","North America>United States of America>Texas",,Midland,TX,
6865,"Is Midlothian Tap Water Safe to Drink?","North America>United States of America>Virginia",,Midlothian,VA,
6866,"Is Milwaukee Tap Water Safe to Drink?","North America>United States of America>Wisconsin",,Milwaukee,WI,
6867,"Is Minneapolis Tap Water Safe to Drink?","North America>United States of America>Minnesota",,Minneapolis,MN,
6868,"Is Mission Viejo Tap Water Safe to Drink?","North America>United States of America>California",,"Mission Viejo",CA,
6869,"Is Missoula Tap Water Safe to Drink?","North America>United States of America>Montana",,Missoula,MT,
6870,"Is Moab Tap Water Safe to Drink?","North America>United States of America>Utah",,Moab,UT,
6871,"Is Moberly Tap Water Safe to Drink?","North America>United States of America>Missouri",,Moberly,MO,
6872,"Is Mobile Tap Water Safe to Drink?","North America>United States of America>Alabama",,Mobile,AL,
6873,"Is Modesto Tap Water Safe to Drink?","North America>United States of America>California",,Modesto,CA,
6874,"Is Moline Tap Water Safe to Drink?","North America>United States of America>Illinois",,Moline,IL,
6891,"Is Naperville Tap Water Safe to Drink?","North America>United States of America>Illinois",,Naperville,IL,
6908,"Is Newport Beach Tap Water Safe to Drink?","North America>United States of America>California",,"Newport Beach",CA,
6892,"Is Naples Tap Water Safe to Drink?","North America>United States of America>Florida",,Naples,FL,
6909,"Is Newport News Tap Water Safe to Drink?","North America>United States of America>Virginia",,"Newport News",VA,
6878,"Is Montgomery Tap Water Safe to Drink?","North America>United States of America>Alabama",,Montgomery,AL,
6879,"Is Mooresville Tap Water Safe to Drink?","North America>United States of America>North Carolina",,Mooresville,NC,
6880,"Is Morgantown Tap Water Safe to Drink?","North America>United States of America>West Virginia",,Morgantown,WV,
6881,"Is Morristown Tap Water Safe to Drink?","North America>United States of America>New Jersey",,Morristown,NJ,
6882,"Is Morristown Tap Water Safe to Drink?","North America>United States of America>Tennessee",,Morristown,TN,
6883,"Is Mount Pleasant Tap Water Safe to Drink?","North America>United States of America>Michigan",,"Mount Pleasant",MI,
6884,"Is Mountain View Tap Water Safe to Drink?","North America>United States of America>California",,"Mountain View",CA,
6885,"Is Muncie Tap Water Safe to Drink?","North America>United States of America>Indiana",,Muncie,IN,
6886,"Is Murfreesboro Tap Water Safe to Drink?","North America>United States of America>Tennessee",,Murfreesboro,TN,
6887,"Is Murrieta Tap Water Safe to Drink?","North America>United States of America>California",,Murrieta,CA,
6888,"Is Muskegon Tap Water Safe to Drink?","North America>United States of America>Michigan",,Muskegon,MI,
6889,"Is Myrtle Beach Tap Water Safe to Drink?","North America>United States of America>South Carolina",,"Myrtle Beach",SC,
6890,"Is Napa Tap Water Safe to Drink?","North America>United States of America>California",,Napa,CA,
6907,"Is Newport Tap Water Safe to Drink?","North America>United States of America>Rhode Island",,Newport,RI,
6924,"Is Oceanside Tap Water Safe to Drink?","North America>United States of America>California",,Oceanside,CA,
6925,"Is Odessa Tap Water Safe to Drink?","North America>United States of America>Texas",,Odessa,TX,
6910,"Is Newton Tap Water Safe to Drink?","North America>United States of America>Massachusetts",,Newton,MA,
6894,"Is Nashville Tap Water Safe to Drink?","North America>United States of America>Tennessee",,Nashville,TN,
6895,"Is Natick Tap Water Safe to Drink?","North America>United States of America>Massachusetts",,Natick,MA,
6896,"Is New Bedford Tap Water Safe to Drink?","North America>United States of America>Massachusetts",,"New Bedford",MA,
6897,"Is New Bern Tap Water Safe to Drink?","North America>United States of America>North Carolina",,"New Bern",NC,
6898,"Is New Braunfels Tap Water Safe to Drink?","North America>United States of America>Texas",,"New Braunfels",TX,
6899,"Is New City Tap Water Safe to Drink?","North America>United States of America>New York",,"New City",NY,
6900,"Is New Haven Tap Water Safe to Drink?","North America>United States of America>Connecticut",,"New Haven",CT,
6901,"Is New Orleans Tap Water Safe to Drink?","North America>United States of America>Louisiana",,"New Orleans",LA,
6902,"Is New Port Richey Tap Water Safe to Drink?","North America>United States of America>Florida",,"New Port Richey",FL,
6904,"Is Newark Tap Water Safe to Drink?","North America>United States of America>Delaware",,Newark,DE,
6905,"Is Newark Tap Water Safe to Drink?","North America>United States of America>New Jersey",,Newark,NJ,
6921,"Is O'Fallon Tap Water Safe to Drink?","North America>United States of America>Missouri",,O'Fallon,MO,
6906,"Is Newnan Tap Water Safe to Drink?","North America>United States of America>Georgia",,Newnan,GA,
6922,"Is Oakland Tap Water Safe to Drink?","North America>United States of America>California",,Oakland,CA,
6923,"Is Ocala Tap Water Safe to Drink?","North America>United States of America>Florida",,Ocala,FL,
6940,"Is Palm Springs Tap Water Safe to Drink?","North America>United States of America>California",,"Palm Springs",CA,
6941,"Is Palmdale Tap Water Safe to Drink?","North America>United States of America>California",,Palmdale,CA,
6926,"Is Ogden Tap Water Safe to Drink?","North America>United States of America>Utah",,Ogden,UT,
6911,"Is Niagara Falls Tap Water Safe to Drink?","North America>United States of America>New York",,"Niagara Falls",NY,
6927,"Is Oklahoma City Tap Water Safe to Drink?","North America>United States of America>Oklahoma",,"Oklahoma City",OK,
6912,"Is Niles Tap Water Safe to Drink?","North America>United States of America>Michigan",,Niles,MI,
6913,"Is Norfolk Tap Water Safe to Drink?","North America>United States of America>Virginia",,Norfolk,VA,
6914,"Is Normal Tap Water Safe to Drink?","North America>United States of America>Illinois",,Normal,IL,
6915,"Is Norman Tap Water Safe to Drink?","North America>United States of America>Oklahoma",,Norman,OK,
6916,"Is North Brunswick Tap Water Safe to Drink?","North America>United States of America>New Jersey",,"North Brunswick",NJ,
6917,"Is North Platte Tap Water Safe to Drink?","North America>United States of America>Nebraska",,"North Platte",NE,
6918,"Is Northampton Tap Water Safe to Drink?","North America>United States of America>Massachusetts",,Northampton,MA,
6919,"Is Norwalk Tap Water Safe to Drink?","North America>United States of America>California",,Norwalk,CA,
6920,"Is Norwalk Tap Water Safe to Drink?","North America>United States of America>Connecticut",,Norwalk,CT,
6936,"Is Owosso Tap Water Safe to Drink?","North America>United States of America>Michigan",,Owosso,MI,
6937,"Is Oxnard Tap Water Safe to Drink?","North America>United States of America>California",,Oxnard,CA,
6938,"Is Paducah Tap Water Safe to Drink?","North America>United States of America>Kentucky",,Paducah,KY,
6939,"Is Palm Coast Tap Water Safe to Drink?","North America>United States of America>Florida",,"Palm Coast",FL,
6956,"Is Pinehurst Tap Water Safe to Drink?","North America>United States of America>North Carolina",,Pinehurst,NC,
6957,"Is Pittsburgh Tap Water Safe to Drink?","North America>United States of America>Pennsylvania",,Pittsburgh,PA,
6942,"Is Palo Alto Tap Water Safe to Drink?","North America>United States of America>California",,"Palo Alto",CA,
6943,"Is Panama City Tap Water Safe to Drink?","North America>United States of America>Florida",,"Panama City",FL,
6928,"Is Olympia Tap Water Safe to Drink?","North America>United States of America>Washington",,Olympia,WA,
6929,"Is Omaha Tap Water Safe to Drink?","North America>United States of America>Nebraska",,Omaha,NE,
6930,"Is Ontario Tap Water Safe to Drink?","North America>United States of America>California",,Ontario,CA,
6931,"Is Orem Tap Water Safe to Drink?","North America>United States of America>Utah",,Orem,UT,
6932,"Is Orlando Tap Water Safe to Drink?","North America>United States of America>Florida",,Orlando,FL,
6933,"Is Oshkosh Tap Water Safe to Drink?","North America>United States of America>Wisconsin",,Oshkosh,WI,
